Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
4985,No,Yes,Saudi Arabia,No,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",NA,Back-end developer;Designer;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer,3-5 years,0-2 years,NA,Moderately satisfied,Working as a founder or co-founder of my own company,I am actively looking for a job,I've never had a job,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,I received negative feedback on my job performance,NA,NA,NA,NA,NA,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Taken a part-time in-person course in programming or software development;Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon",NA,NA,NA,Agree,Agree,Agree,C#;Java;JavaScript;Python;VB.NET;Kotlin;HTML;CSS;Bash/Shell,C#;Java;JavaScript;Perl;PHP;Python;Ruby;SQL;Swift;HTML;CSS;Bash/Shell,SQL Server;MySQL,SQL Server;MySQL,Android;Gaming console,Android;Gaming console,NA,Node.js;React;Spark,Android Studio;IntelliJ;NetBeans;Sublime Text;Visual Studio,Windows,1,Extreme programming (XP);Pair programming,Git,Less than once per month,I'm not sure/I don't know,NA,NA,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial intelligence surpassing human intelligence (""the singularity"")",Algorithms making important decisions,Nobody,NA,Depends on what it is,Depends on what it is,The developer who wrote it,Unsure / I don't know,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,Yes,10 (Very Likely),Yes,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Between 6:01 - 7:00 AM,Over 12 hours,Less than 30 minutes,Daily or almost every day,Standing desk,1 - 2 times per week,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",NA,18 - 24 years old,NA,NA,The survey was an appropriate length,Somewhat easy
6221,No,No,Saudi Arabia,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,NA,Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer,0-2 years,0-2 years,NA,Moderately satisfied,Working as a founder or co-founder of my own company,I am not interested in new job opportunities,More than 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. dollars ($),NA,NA,NA,NA,NA,NA,"Taught yourself a new language, framework, or tool without taking a formal course",Questions & answers on Stack Overflow,NA,NA,Strongly disagree,Strongly agree,Strongly disagree,Java;JavaScript;Objective-C;Swift;HTML;CSS,NA,SQL Server;MySQL,NA,Android;Google Cloud Platform/App Engine;IBM Cloud or Watson;iOS;Mac OS;Firebase,Android;iOS;Mac OS;Firebase,Node.js;React,Node.js;React,Android Studio;Atom;IntelliJ;Notepad++;Xcode,MacOS,2,Lean,Git,Multiple times per day,Yes,Yes,NA,Strongly disagree,Strongly disagree,Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial intelligence surpassing human intelligence (""the singularity"")","Artificial intelligence surpassing human intelligence (""the singularity"")",Nobody,I'm excited about the possibilities more than worried about the dangers.,No,No,The developer who wrote it,NA,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,Yes,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Between 6:01 - 7:00 AM,Over 12 hours,3 - 4 hours,3 - 4 times per week,Standing desk,3 - 4 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,Middle Eastern,25 - 34 years old,No,NA,The survey was too long,Very easy
13717,Yes,No,Saudi Arabia,"Yes, full-time","Not employed, and not looking for work",Primary/elementary school,NA,NA,Back-end developer;Designer;Front-end developer;Full-stack developer;Mobile developer;Student,3-5 years,0-2 years,NA,Neither satisfied nor dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",I've never had a job,4,10,8,9,1,2,6,3,5,7,2,1,3,10,5,9,7,8,4,11,6,1,2,5,4,3,1,5,4,3,6,7,2,A friend told me about a job opportunity,U.S. dollars ($),264,Monthly,3168,USD,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course","A college/university computer science or software engineering book;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Internal Wikis, chat rooms, or documentation set up by my company for employees",NA,NA,Agree,Strongly agree,Strongly disagree,C++;Java;JavaScript;Lua;PHP;Python;SQL;Swift;HTML;CSS,C;C#;Go;Java;JavaScript;PHP;Python;SQL;Swift;Kotlin,"MongoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage","MongoDB;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Google Cloud Platform/App Engine;Heroku;iOS;WordPress,Azure;iOS;Mac OS;Firebase,Django;Node.js,Django;Node.js;Spring;TensorFlow,NetBeans;PyCharm;Visual Studio Code;Xcode,MacOS,1,Mob programming,Git,A few times per week,Yes,Yes,The website I was visiting forced me to disable it to access their content;The ad-blocking software was causing display issues on a website,Strongly disagree,Somewhat agree,Strongly agree,Stopped going to a website because of their advertising,5,1,7,3,2,6,4,Increasing automation of jobs,Increasing automation of jobs,A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,"Yes, but only within the company",The person who came up with the idea,Unsure / I don't know,10 (Very Likely),A few times per month or weekly,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",NA,I'm not sure,Not at all interested,Extremely interested,Somewhat interested,Somewhat interested,Not at all interested,Between 8:01 - 9:00 AM,9 - 12 hours,1 - 2 hours,Never,NA,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,18 - 24 years old,No,NA,The survey was an appropriate length,Very easy
16797,Yes,No,Saudi Arabia,No,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",NA,Designer;Front-end developer;Full-stack developer;Mobile developer,0-2 years,0-2 years,NA,Slightly satisfied,Working in a different or more specialized technical role than the one I'm in now,I am actively looking for a job,Between 1 and 2 years ago,8,7,6,4,3,1,10,2,9,5,1,11,5,10,6,7,8,2,9,4,3,3,1,2,4,5,7,6,3,4,2,1,5,My job status or other personal status changed,NA,NA,Monthly,NA,SAR,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course",The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;The technology’s online help system,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,C#;Java;Objective-C;Swift;HTML;CSS,Java;Objective-C;Python;R;Swift;Kotlin;HTML;CSS,SQLite;Google Cloud Storage,MongoDB;SQLite;Amazon DynamoDB;Google Cloud Storage,Android;iOS;Firebase,Android;Apple Watch or Apple TV;Arduino;AWS;Google Cloud Platform/App Engine;IBM Cloud or Watson;iOS;WordPress;Firebase,NA,Angular;Hadoop;React;TensorFlow,Android Studio;Atom;Xcode,MacOS,1,NA,Git,A few times per week,No,NA,NA,Somewhat disagree,Strongly agree,Strongly disagree,Stopped going to a website because of their advertising,4,6,1,3,2,7,5,"Artificial intelligence surpassing human intelligence (""the singularity"")",Increasing automation of jobs,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",Upper management at the company/organization,Yes,10 (Very Likely),Daily or almost daily,Yes,Daily or almost daily,Yes,Yes,10 (Very Likely),Yes,A little bit interested,A little bit interested,A little bit interested,Extremely interested,Extremely interested,I do not have a set schedule,5 - 8 hours,1 - 2 hours,3 - 4 times per week,NA,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",South Asian,18 - 24 years old,No,NA,The survey was too long,Somewhat easy
30179,Yes,Yes,Saudi Arabia,No,"Not employed, and not looking for work",Some college/university study without earning a degree,NA,NA,Designer;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer;Student,0-2 years,0-2 years,NA,Slightly satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6,3,5,4,2,9,1,8,10,7,1,2,6,10,8,5,7,4,9,11,3,5,1,2,4,3,7,3,6,1,2,5,4,I received bad news about the future of my company or department,NA,NA,NA,NA,NA,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",NA,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;Because I find it enjoyable",Agree,Disagree,Neither Agree nor Disagree,JavaScript;PHP;Python;HTML;CSS,JavaScript;Python;HTML;CSS,MongoDB;Google Cloud Storage,"MongoDB;SQL Server;MySQL;Amazon Redshift;Amazon RDS/Aurora;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Android;iOS;WordPress;Firebase,Android;Arduino;AWS;Azure;Gaming console;Google Cloud Platform/App Engine;Google Home;iOS;Mac OS;Raspberry Pi;Salesforce;SharePoint;Firebase,Angular;Node.js;React;Cordova;Xamarin,Node.js;React;TensorFlow,Visual Studio Code,Windows,2,NA,Git,Less than once per month,Yes,Yes,The website I was visiting forced me to disable it to access their content,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising,6,2,3,4,7,5,1,NA,"Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, and publicly",The person who came up with the idea,Yes,9,Multiple times per day,Yes,Daily or almost daily,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",NA,I'm not sure,A little bit interested,Very interested,Very interested,A little bit interested,Somewhat interested,I do not have a set schedule,9 - 12 hours,Less than 30 minutes,Daily or almost every day,Wrist/hand supports or braces,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,25 - 34 years old,No,NA,The survey was an appropriate length,Very easy
33804,No,No,Saudi Arabia,No,"Not employed, and not looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",NA,Back-end developer;Designer;Front-end developer;Full-stack developer;Student,6-8 years,0-2 years,NA,Neither satisfied nor dissatisfied,Doing the same work,"I’m not actively looking, but I am open to new opportunities",NA,7,2,10,3,1,8,9,6,5,4,1,4,3,10,11,8,5,2,7,9,6,3,1,2,4,5,4,5,3,1,2,6,7,NA,NA,0,NA,NA,SAR,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow",NA,NA,Agree,Agree,Disagree,JavaScript;Python;HTML;CSS,JavaScript;Python;HTML;CSS,PostgreSQL,PostgreSQL,AWS,AWS,Django,Django,Visual Studio Code,MacOS,1,NA,I don't use version control,NA,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it,Neither agree nor disagree,Somewhat agree,Somewhat disagree,NA,2,6,5,3,1,7,4,NA,NA,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,The developer who wrote it,Unsure / I don't know,8,A few times per month or weekly,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",6,Yes,A little bit interested,A little bit interested,Very interested,Very interested,Extremely interested,Between 6:01 - 7:00 AM,5 - 8 hours,Less than 30 minutes,Never,NA,Daily or almost every day,Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",Middle Eastern,18 - 24 years old,Yes,NA,The survey was an appropriate length,Neither easy nor difficult
36447,Yes,Yes,Saudi Arabia,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",NA,Front-end developer;Game or graphics developer;Mobile developer;Student,3-5 years,0-2 years,NA,Slightly satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5,9,8,7,3,10,6,1,2,4,3,8,5,9,4,11,6,7,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,A few times per week,I'm not sure / I can't remember,NA,"No, I didn't know that Stack Overflow had a jobs board",NA,NA,I'm not sure,Not at all interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Before 5:00 AM,Over 12 hours,1 - 2 hours,3 - 4 times per week,Wrist/hand supports or braces,Daily or almost every day,NA,NA,NA,NA,NA,NA,NA,NA,NA
37719,Yes,Yes,Saudi Arabia,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,NA,Back-end developer;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Student,3-5 years,0-2 years,NA,Extremely satisfied,Doing the same work,I am not interested in new job opportunities,I've never had a job,6,9,2,7,3,8,4,5,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software",The official documentation and/or standards for the technology;Questions & answers on Stack Overflow,NA,NA,Agree,Neither Agree nor Disagree,Disagree,C#;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;SQLite,MySQL;SQLite;MariaDB,Linux;Mac OS;Windows Desktop or Server,Linux;Mac OS;Windows Desktop or Server,Angular;Node.js,Node.js,Sublime Text;Visual Studio Code,Windows,1,NA,Git,Less than once per month,Yes,Yes,I wanted to support the website I was visiting by viewing their ads;The website I was visiting has interesting ads,Strongly agree,Somewhat agree,Strongly disagree,Saw an online advertisement and then researched it (without clicking on the ad),3,4,5,2,1,6,7,"Artificial intelligence surpassing human intelligence (""the singularity"")",Algorithms making important decisions,The developers or the people creating the AI,"I don't care about it, or I haven't thought about it.",No,"Yes, but only within the company",The person who came up with the idea,Yes,10 (Very Likely),A few times per week,Yes,A few times per week,Yes,Yes,9,Yes,A little bit interested,Somewhat interested,Very interested,Not at all interested,Very interested,Between 6:01 - 7:00 AM,Less than 1 hour,30 - 59 minutes,Never,Standing desk;Ergonomic keyboard or mouse,I don't typically exercise,Male,Bisexual or Queer,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",South Asian,Under 18 years old,No,NA,The survey was too long,Somewhat easy
42264,Yes,No,Saudi Arabia,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",NA,DevOps specialist;Student,0-2 years,0-2 years,NA,Neither satisfied nor dissatisfied,Working as a product manager or project manager,I am actively looking for a job,I've never had a job,10,2,7,4,5,1,6,9,8,3,1,8,2,7,9,5,6,10,3,4,11,1,2,5,4,3,3,6,2,1,4,5,7,My job status or other personal status changed,NA,NA,Yearly,NA,SAR,NA,NA,"Participated in a full-time developer training program or bootcamp;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)","A book or e-book from O’Reilly, Apress, or a similar publisher;The technology’s online help system",I haven’t gotten a developer job,To help me find new job opportunities;Because I find it enjoyable,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,C++;Java;JavaScript;Ruby;Swift;HTML;CSS,JavaScript;Ruby;Swift;HTML,SQL Server;MySQL;PostgreSQL;SQLite,PostgreSQL,Heroku;iOS;Firebase,Heroku;Firebase,NA,NA,Visual Studio Code;Xcode,MacOS,1,NA,Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Clicked on an online advertisement,5,7,3,6,4,1,2,Algorithms making important decisions,Increasing automation of jobs,A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,The person who came up with the idea,Unsure / I don't know,10 (Very Likely),A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",10 (Very Likely),Yes,A little bit interested,A little bit interested,Somewhat interested,Somewhat interested,Very interested,Between 11:01 AM - 12:00 PM,5 - 8 hours,3 - 4 hours,Never,Ergonomic keyboard or mouse,3 - 4 times per week,Female,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,18 - 24 years old,No,NA,The survey was too long,Somewhat easy
63144,Yes,No,Saudi Arabia,No,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,NA,Mobile developer,3-5 years,3-5 years,NA,Moderately satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. dollars ($),300,NA,NA,USD,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",NA,NA,Neither Agree nor Disagree,Agree,Disagree,Java;JavaScript;PHP;SQL;Swift;HTML;CSS,Java;Objective-C;PHP;SQL;Swift,MySQL,MySQL,Android;iOS,Android;iOS,NA,NA,Android Studio;Xcode,Windows,2,NA,I don't use version control,NA,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it,Strongly agree,Neither agree nor disagree,Somewhat agree,NA,1,3,2,5,4,6,7,Algorithms making important decisions,Increasing automation of jobs,The developers or the people creating the AI,"I don't care about it, or I haven't thought about it.",No,No,The person who came up with the idea,Yes,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",10 (Very Likely),Yes,Somewhat interested,Very interested,Somewhat interested,A little bit interested,A little bit interested,Between 6:01 - 7:00 AM,9 - 12 hours,Over 4 hours,3 - 4 times per week,NA,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,Under 18 years old,Yes,NA,The survey was an appropriate length,Somewhat easy
69383,Yes,Yes,Saudi Arabia,No,"Not employed, but looking for work",Associate degree,"A business discipline (ex. accounting, finance, marketing)",NA,Full-stack developer;Student,0-2 years,0-2 years,NA,Extremely dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2,5,9,4,6,10,8,3,7,1,1,6,2,10,4,11,7,8,9,3,5,2,1,3,4,5,1,2,5,3,7,6,4,I did not receive an expected change in compensation,U.S. dollars ($),1500,Monthly,18000,USD,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Taught yourself a new language, framework, or tool without taking a formal course",The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;The technology’s online help system,I haven’t gotten a developer job,NA,Neither Agree nor Disagree,Strongly disagree,Strongly agree,JavaScript;HTML;CSS,Java;JavaScript;Python;Swift;Kotlin;HTML;CSS,NA,MongoDB;MySQL,NA,Amazon Echo;Android;Arduino;AWS;Google Home;iOS;Raspberry Pi;WordPress,Node.js,Angular;Django;Node.js;React,Sublime Text,Windows,2,NA,I don't use version control,NA,Yes,Yes,The website I was visiting forced me to disable it to access their content,Somewhat agree,Strongly agree,Strongly disagree,Saw an online advertisement and then researched it (without clicking on the ad),1,6,4,5,2,7,3,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",Increasing automation of jobs,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",The person who came up with the idea,Yes,10 (Very Likely),Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",10 (Very Likely),I'm not sure,Extremely interested,Extremely interested,A little bit interested,Very interested,Extremely interested,Between 5:00 - 6:00 AM,9 - 12 hours,1 - 2 hours,Daily or almost every day,NA,I don't typically exercise,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Black or of African descent;Middle Eastern,25 - 34 years old,No,NA,The survey was an appropriate length,Very easy
69692,Yes,No,Saudi Arabia,No,"Not employed, but looking for work",NA,NA,NA,Back-end developer;Front-end developer;Full-stack developer;Student;System administrator,0-2 years,0-2 years,NA,Extremely satisfied,Working as a founder or co-founder of my own company,I am actively looking for a job,I've never had a job,3,10,2,1,7,6,8,9,4,5,7,2,4,11,1,9,10,6,5,8,3,1,2,3,5,4,3,1,2,6,7,5,4,My job status or other personal status changed,U.S. dollars ($),0,Yearly,0,USD,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow",I haven’t gotten a developer job,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;Because I find it enjoyable",Agree,Agree,Agree,JavaScript;Python;SQL;HTML;CSS;Bash/Shell,Objective-C;Ruby;Swift,SQL Server;MySQL;SQLite,"MongoDB;PostgreSQL;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",NA,Android;Apple Watch or Apple TV;Azure;iOS,NA,Django,Atom;PyCharm;Sublime Text,Windows,1,NA,Git,Less than once per month,I'm not sure/I don't know,NA,NA,Somewhat agree,Somewhat disagree,Strongly agree,Clicked on an online advertisement,5,4,1,3,2,7,6,"Artificial intelligence surpassing human intelligence (""the singularity"")","Artificial intelligence surpassing human intelligence (""the singularity"")",Prominent industry leaders,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,Upper management at the company/organization,Unsure / I don't know,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",1,I'm not sure,Extremely interested,Extremely interested,Extremely interested,Extremely interested,A little bit interested,Between 5:00 - 6:00 AM,5 - 8 hours,Less than 30 minutes,1 - 2 times per week,Standing desk,1 - 2 times per week,Female,NA,"Bachelor’s degree (BA, BS, B.Eng., etc.)",NA,18 - 24 years old,No,NA,The survey was an appropriate length,Very easy
85882,Yes,Yes,Saudi Arabia,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,NA,Back-end developer;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Student,3-5 years,0-2 years,NA,Extremely satisfied,Doing the same work,I am not interested in new job opportunities,I've never had a job,3,7,1,2,6,4,5,8,10,9,11,1,10,8,9,4,5,3,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
